episodeID,colorID
EID363,"[18, 1, 2, 4, 7, 10, 11, 12, 14, 15, 17]"
EID364,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID365,"[18, 2, 4, 10, 11, 14, 15, 17]"
EID366,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID367,"[18, 2, 4, 5, 7, 10, 14, 15, 16, 17]"
EID368,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID369,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID370,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID371,"[18, 4, 10, 11, 12, 13, 14, 15, 16]"
EID372,"[18, 1, 2, 4, 5, 7, 10, 14, 15, 16, 17]"
EID373,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID374,"[18, 2, 5, 10, 11, 14, 15, 16, 17]"
EID375,"[18, 1, 2, 10, 13, 14]"
EID376,"[18, 5, 10, 11, 13, 15, 16]"
EID377,"[18, 5, 9, 10, 11, 12, 13, 15, 16]"
EID378,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID379,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID380,"[18, 1, 2, 4, 5, 7, 9, 10, 13, 14, 15, 16, 17]"
EID381,"[18, 2, 5, 7, 10, 11, 13, 15, 16, 17]"
EID382,"[18, 1, 2, 4, 5, 7, 9, 10, 13, 14, 15, 16, 17]"
EID383,"[18, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID384,"[18, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID385,"[18, 5, 10, 11, 13, 15, 16]"
EID386,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID387,"[18, 2, 4, 5, 10, 11, 13, 14, 15, 16, 17]"
EID388,"[18, 1, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16]"
EID389,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID390,"[18, 2, 4, 5, 7, 10, 14, 15, 16, 17]"
EID391,"[18, 1, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID392,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID393,"[18, 5, 10, 11, 13, 15, 16]"
EID394,"[18, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17]"
EID395,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID396,"[18, 5, 10, 11, 13, 15, 16]"
EID397,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID398,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID399,"[18, 1, 5, 9, 10, 11, 14, 15, 16, 17]"
EID400,"[18, 2, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17]"
EID401,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 12, 15, 16, 17]"
EID402,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID403,"[18, 5, 10, 11, 13, 15, 16]"
EID404,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
